,year,st,stfips,county,registry,race,hispanic,sex,age,pop
183246,1969,OR,41,41055,99,1,9,1,0,15
183247,1969,OR,41,41055,99,1,9,2,0,21
183248,1969,OR,41,41055,99,3,9,1,0,1
183249,1969,OR,41,41055,99,1,9,1,1,63
183250,1969,OR,41,41055,99,1,9,2,1,58
183251,1969,OR,41,41055,99,3,9,2,1,1
183252,1969,OR,41,41055,99,1,9,1,2,91
183253,1969,OR,41,41055,99,1,9,2,2,86
183254,1969,OR,41,41055,99,3,9,1,2,2
183255,1969,OR,41,41055,99,3,9,2,2,3
183256,1969,OR,41,41055,99,1,9,1,3,108
183257,1969,OR,41,41055,99,1,9,2,3,118
183258,1969,OR,41,41055,99,3,9,1,3,1
183259,1969,OR,41,41055,99,3,9,2,3,2
183260,1969,OR,41,41055,99,1,9,1,4,102
183261,1969,OR,41,41055,99,1,9,2,4,100
183262,1969,OR,41,41055,99,3,9,1,4,2
183263,1969,OR,41,41055,99,1,9,1,5,32
183264,1969,OR,41,41055,99,1,9,2,5,49
183265,1969,OR,41,41055,99,1,9,1,6,62
183266,1969,OR,41,41055,99,1,9,2,6,65
183267,1969,OR,41,41055,99,3,9,2,6,2
183268,1969,OR,41,41055,99,1,9,1,7,51
183269,1969,OR,41,41055,99,1,9,2,7,51
183270,1969,OR,41,41055,99,3,9,1,7,2
183271,1969,OR,41,41055,99,1,9,1,8,50
183272,1969,OR,41,41055,99,1,9,2,8,57
183273,1969,OR,41,41055,99,1,9,1,9,76
183274,1969,OR,41,41055,99,1,9,2,9,85
183275,1969,OR,41,41055,99,3,9,1,9,7
183276,1969,OR,41,41055,99,3,9,2,9,2
183277,1969,OR,41,41055,99,1,9,1,10,68
183278,1969,OR,41,41055,99,1,9,2,10,65
183279,1969,OR,41,41055,99,1,9,1,11,93
183280,1969,OR,41,41055,99,1,9,2,11,77
183281,1969,OR,41,41055,99,3,9,1,11,1
183282,1969,OR,41,41055,99,3,9,2,11,1
183283,1969,OR,41,41055,99,1,9,1,12,86
183284,1969,OR,41,41055,99,1,9,2,12,87
183285,1969,OR,41,41055,99,3,9,1,12,1
183286,1969,OR,41,41055,99,1,9,1,13,77
183287,1969,OR,41,41055,99,1,9,2,13,60
183288,1969,OR,41,41055,99,1,9,1,14,34
183289,1969,OR,41,41055,99,1,9,2,14,35
183290,1969,OR,41,41055,99,1,9,1,15,32
183291,1969,OR,41,41055,99,1,9,2,15,38
183292,1969,OR,41,41055,99,1,9,1,16,19
183293,1969,OR,41,41055,99,1,9,2,16,16
183294,1969,OR,41,41055,99,1,9,1,17,9
183295,1969,OR,41,41055,99,1,9,2,17,19
183296,1969,OR,41,41055,99,1,9,1,18,6
183297,1969,OR,41,41055,99,1,9,2,18,3
444611,1970,OR,41,41055,99,1,9,1,0,15
444612,1970,OR,41,41055,99,1,9,2,0,20
444613,1970,OR,41,41055,99,3,9,1,0,1
444614,1970,OR,41,41055,99,1,9,1,1,60
444615,1970,OR,41,41055,99,1,9,2,1,56
444616,1970,OR,41,41055,99,3,9,2,1,1
444617,1970,OR,41,41055,99,1,9,1,2,88
444618,1970,OR,41,41055,99,1,9,2,2,82
444619,1970,OR,41,41055,99,3,9,1,2,2
444620,1970,OR,41,41055,99,3,9,2,2,3
444621,1970,OR,41,41055,99,1,9,1,3,104
444622,1970,OR,41,41055,99,1,9,2,3,114
444623,1970,OR,41,41055,99,3,9,1,3,1
444624,1970,OR,41,41055,99,3,9,2,3,2
444625,1970,OR,41,41055,99,1,9,1,4,99
444626,1970,OR,41,41055,99,1,9,2,4,98
444627,1970,OR,41,41055,99,3,9,1,4,2
444628,1970,OR,41,41055,99,1,9,1,5,40
444629,1970,OR,41,41055,99,1,9,2,5,51
444630,1970,OR,41,41055,99,1,9,1,6,62
444631,1970,OR,41,41055,99,1,9,2,6,61
444632,1970,OR,41,41055,99,3,9,2,6,2
444633,1970,OR,41,41055,99,1,9,1,7,51
444634,1970,OR,41,41055,99,1,9,2,7,51
444635,1970,OR,41,41055,99,3,9,1,7,2
444636,1970,OR,41,41055,99,1,9,1,8,47
444637,1970,OR,41,41055,99,1,9,2,8,53
444638,1970,OR,41,41055,99,1,9,1,9,70
444639,1970,OR,41,41055,99,1,9,2,9,77
444640,1970,OR,41,41055,99,3,9,1,9,6
444641,1970,OR,41,41055,99,3,9,2,9,2
444642,1970,OR,41,41055,99,1,9,1,10,65
444643,1970,OR,41,41055,99,1,9,2,10,63
444644,1970,OR,41,41055,99,3,9,1,10,1
444645,1970,OR,41,41055,99,1,9,1,11,87
444646,1970,OR,41,41055,99,1,9,2,11,74
444647,1970,OR,41,41055,99,3,9,1,11,1
444648,1970,OR,41,41055,99,3,9,2,11,1
444649,1970,OR,41,41055,99,1,9,1,12,82
444650,1970,OR,41,41055,99,1,9,2,12,81
444651,1970,OR,41,41055,99,3,9,1,12,1
444652,1970,OR,41,41055,99,1,9,1,13,75
444653,1970,OR,41,41055,99,1,9,2,13,60
444654,1970,OR,41,41055,99,1,9,1,14,38
444655,1970,OR,41,41055,99,1,9,2,14,38
444656,1970,OR,41,41055,99,1,9,1,15,29
444657,1970,OR,41,41055,99,1,9,2,15,35
444658,1970,OR,41,41055,99,1,9,1,16,18
444659,1970,OR,41,41055,99,1,9,2,16,20
444660,1970,OR,41,41055,99,1,9,1,17,10
444661,1970,OR,41,41055,99,1,9,2,17,17
444662,1970,OR,41,41055,99,1,9,1,18,5
444663,1970,OR,41,41055,99,1,9,2,18,6
709328,1971,OR,41,41055,99,1,9,1,0,14
709329,1971,OR,41,41055,99,1,9,2,0,18
709330,1971,OR,41,41055,99,3,9,1,0,1
709331,1971,OR,41,41055,99,1,9,1,1,58
709332,1971,OR,41,41055,99,1,9,2,1,55
709333,1971,OR,41,41055,99,3,9,2,1,1
709334,1971,OR,41,41055,99,1,9,1,2,85
709335,1971,OR,41,41055,99,1,9,2,2,78
709336,1971,OR,41,41055,99,3,9,1,2,2
709337,1971,OR,41,41055,99,3,9,2,2,3
709338,1971,OR,41,41055,99,1,9,1,3,100
709339,1971,OR,41,41055,99,1,9,2,3,110
709340,1971,OR,41,41055,99,3,9,1,3,1
709341,1971,OR,41,41055,99,3,9,2,3,2
709342,1971,OR,41,41055,99,1,9,1,4,96
709343,1971,OR,41,41055,99,1,9,2,4,96
709344,1971,OR,41,41055,99,3,9,1,4,2
709345,1971,OR,41,41055,99,1,9,1,5,48
709346,1971,OR,41,41055,99,1,9,2,5,53
709347,1971,OR,41,41055,99,1,9,1,6,62
709348,1971,OR,41,41055,99,1,9,2,6,57
709349,1971,OR,41,41055,99,3,9,2,6,2
709350,1971,OR,41,41055,99,1,9,1,7,51
709351,1971,OR,41,41055,99,1,9,2,7,51
709352,1971,OR,41,41055,99,3,9,1,7,2
709353,1971,OR,41,41055,99,1,9,1,8,44
709354,1971,OR,41,41055,99,1,9,2,8,49
709355,1971,OR,41,41055,99,1,9,1,9,64
709356,1971,OR,41,41055,99,1,9,2,9,69
709357,1971,OR,41,41055,99,3,9,1,9,5
709358,1971,OR,41,41055,99,3,9,2,9,2
709359,1971,OR,41,41055,99,1,9,1,10,62
709360,1971,OR,41,41055,99,1,9,2,10,61
709361,1971,OR,41,41055,99,3,9,1,10,2
709362,1971,OR,41,41055,99,1,9,1,11,81
709363,1971,OR,41,41055,99,1,9,2,11,71
709364,1971,OR,41,41055,99,3,9,1,11,1
709365,1971,OR,41,41055,99,3,9,2,11,1
709366,1971,OR,41,41055,99,1,9,1,12,78
709367,1971,OR,41,41055,99,1,9,2,12,75
709368,1971,OR,41,41055,99,3,9,1,12,1
709369,1971,OR,41,41055,99,1,9,1,13,73
709370,1971,OR,41,41055,99,1,9,2,13,60
709371,1971,OR,41,41055,99,1,9,1,14,42
709372,1971,OR,41,41055,99,1,9,2,14,41
709373,1971,OR,41,41055,99,1,9,1,15,26
709374,1971,OR,41,41055,99,1,9,2,15,32
709375,1971,OR,41,41055,99,1,9,1,16,17
709376,1971,OR,41,41055,99,1,9,2,16,24
709377,1971,OR,41,41055,99,1,9,1,17,11
709378,1971,OR,41,41055,99,1,9,2,17,15
709379,1971,OR,41,41055,99,1,9,1,18,4
709380,1971,OR,41,41055,99,1,9,2,18,9
978297,1972,OR,41,41055,99,1,9,1,0,13
978298,1972,OR,41,41055,99,1,9,2,0,17
978299,1972,OR,41,41055,99,3,9,1,0,1
978300,1972,OR,41,41055,99,1,9,1,1,61
978301,1972,OR,41,41055,99,1,9,2,1,59
978302,1972,OR,41,41055,99,3,9,2,1,1
978303,1972,OR,41,41055,99,1,9,1,2,86
978304,1972,OR,41,41055,99,1,9,2,2,79
978305,1972,OR,41,41055,99,3,9,1,2,2
978306,1972,OR,41,41055,99,3,9,2,2,2
978307,1972,OR,41,41055,99,1,9,1,3,104
978308,1972,OR,41,41055,99,1,9,2,3,112
978309,1972,OR,41,41055,99,3,9,1,3,1
978310,1972,OR,41,41055,99,3,9,2,3,2
978311,1972,OR,41,41055,99,1,9,1,4,100
978312,1972,OR,41,41055,99,1,9,2,4,102
978313,1972,OR,41,41055,99,3,9,1,4,2
978314,1972,OR,41,41055,99,1,9,1,5,56
978315,1972,OR,41,41055,99,1,9,2,5,55
978316,1972,OR,41,41055,99,1,9,1,6,72
978317,1972,OR,41,41055,99,1,9,2,6,63
978318,1972,OR,41,41055,99,3,9,2,6,2
978319,1972,OR,41,41055,99,1,9,1,7,55
978320,1972,OR,41,41055,99,1,9,2,7,56
978321,1972,OR,41,41055,99,3,9,1,7,1
978322,1972,OR,41,41055,99,3,9,2,7,1
978323,1972,OR,41,41055,99,1,9,1,8,45
978324,1972,OR,41,41055,99,1,9,2,8,51
978325,1972,OR,41,41055,99,3,9,1,8,1
978326,1972,OR,41,41055,99,1,9,1,9,64
978327,1972,OR,41,41055,99,1,9,2,9,68
978328,1972,OR,41,41055,99,3,9,1,9,3
978329,1972,OR,41,41055,99,3,9,2,9,1
978330,1972,OR,41,41055,99,1,9,1,10,65
978331,1972,OR,41,41055,99,1,9,2,10,65
978332,1972,OR,41,41055,99,3,9,1,10,3
978333,1972,OR,41,41055,99,3,9,2,10,1
978334,1972,OR,41,41055,99,1,9,1,11,84
978335,1972,OR,41,41055,99,1,9,2,11,75
978336,1972,OR,41,41055,99,3,9,1,11,1
978337,1972,OR,41,41055,99,3,9,2,11,1
978338,1972,OR,41,41055,99,1,9,1,12,82
978339,1972,OR,41,41055,99,1,9,2,12,76
978340,1972,OR,41,41055,99,3,9,1,12,1
978341,1972,OR,41,41055,99,1,9,1,13,76
978342,1972,OR,41,41055,99,1,9,2,13,65
978343,1972,OR,41,41055,99,1,9,1,14,47
978344,1972,OR,41,41055,99,1,9,2,14,42
978345,1972,OR,41,41055,99,1,9,1,15,25
978346,1972,OR,41,41055,99,1,9,2,15,27
978347,1972,OR,41,41055,99,1,9,1,16,15
978348,1972,OR,41,41055,99,1,9,2,16,27
978349,1972,OR,41,41055,99,1,9,1,17,12
978350,1972,OR,41,41055,99,1,9,2,17,11
978351,1972,OR,41,41055,99,1,9,1,18,3
978352,1972,OR,41,41055,99,1,9,2,18,10
1250800,1973,OR,41,41055,99,1,9,1,0,13
1250801,1973,OR,41,41055,99,1,9,2,0,15
1250802,1973,OR,41,41055,99,1,9,1,1,57
1250803,1973,OR,41,41055,99,1,9,2,1,57
1250804,1973,OR,41,41055,99,3,9,1,1,2
1250805,1973,OR,41,41055,99,3,9,2,1,2
1250806,1973,OR,41,41055,99,1,9,1,2,80
1250807,1973,OR,41,41055,99,1,9,2,2,74
1250808,1973,OR,41,41055,99,2,9,2,2,1
1250809,1973,OR,41,41055,99,3,9,1,2,1
1250810,1973,OR,41,41055,99,3,9,2,2,1
1250811,1973,OR,41,41055,99,1,9,1,3,98
1250812,1973,OR,41,41055,99,1,9,2,3,104
1250813,1973,OR,41,41055,99,3,9,1,3,2
1250814,1973,OR,41,41055,99,3,9,2,3,2
1250815,1973,OR,41,41055,99,1,9,1,4,95
1250816,1973,OR,41,41055,99,1,9,2,4,99
1250817,1973,OR,41,41055,99,3,9,1,4,1
1250818,1973,OR,41,41055,99,1,9,1,5,62
1250819,1973,OR,41,41055,99,1,9,2,5,54
1250820,1973,OR,41,41055,99,3,9,1,5,1
1250821,1973,OR,41,41055,99,1,9,1,6,74
1250822,1973,OR,41,41055,99,1,9,2,6,63
1250823,1973,OR,41,41055,99,3,9,2,6,1
1250824,1973,OR,41,41055,99,1,9,1,7,57
1250825,1973,OR,41,41055,99,1,9,2,7,60
1250826,1973,OR,41,41055,99,3,9,1,7,1
1250827,1973,OR,41,41055,99,3,9,2,7,1
1250828,1973,OR,41,41055,99,1,9,1,8,44
1250829,1973,OR,41,41055,99,1,9,2,8,48
1250830,1973,OR,41,41055,99,3,9,1,8,1
1250831,1973,OR,41,41055,99,1,9,1,9,59
1250832,1973,OR,41,41055,99,1,9,2,9,61
1250833,1973,OR,41,41055,99,3,9,1,9,2
1250834,1973,OR,41,41055,99,3,9,2,9,1
1250835,1973,OR,41,41055,99,1,9,1,10,63
1250836,1973,OR,41,41055,99,1,9,2,10,63
1250837,1973,OR,41,41055,99,3,9,1,10,3
1250838,1973,OR,41,41055,99,3,9,2,10,1
1250839,1973,OR,41,41055,99,1,9,1,11,78
1250840,1973,OR,41,41055,99,1,9,2,11,73
1250841,1973,OR,41,41055,99,1,9,1,12,79
1250842,1973,OR,41,41055,99,1,9,2,12,71
1250843,1973,OR,41,41055,99,3,9,2,12,1
1250844,1973,OR,41,41055,99,1,9,1,13,75
1250845,1973,OR,41,41055,99,1,9,2,13,66
1250846,1973,OR,41,41055,99,1,9,1,14,50
1250847,1973,OR,41,41055,99,1,9,2,14,45
1250848,1973,OR,41,41055,99,1,9,1,15,22
1250849,1973,OR,41,41055,99,1,9,2,15,24
1250850,1973,OR,41,41055,99,1,9,1,16,14
1250851,1973,OR,41,41055,99,1,9,2,16,30
1250852,1973,OR,41,41055,99,1,9,1,17,13
1250853,1973,OR,41,41055,99,1,9,2,17,9
1250854,1973,OR,41,41055,99,1,9,1,18,2
1250855,1973,OR,41,41055,99,1,9,2,18,13
1525336,1974,OR,41,41055,99,1,9,1,0,12
1525337,1974,OR,41,41055,99,1,9,2,0,13
1525338,1974,OR,41,41055,99,3,9,1,0,1
1525339,1974,OR,41,41055,99,1,9,1,1,52
1525340,1974,OR,41,41055,99,1,9,2,1,54
1525341,1974,OR,41,41055,99,3,9,1,1,1
1525342,1974,OR,41,41055,99,3,9,2,1,2
1525343,1974,OR,41,41055,99,1,9,1,2,76
1525344,1974,OR,41,41055,99,1,9,2,2,69
1525345,1974,OR,41,41055,99,3,9,1,2,1
1525346,1974,OR,41,41055,99,3,9,2,2,1
1525347,1974,OR,41,41055,99,1,9,1,3,92
1525348,1974,OR,41,41055,99,1,9,2,3,96
1525349,1974,OR,41,41055,99,3,9,1,3,2
1525350,1974,OR,41,41055,99,3,9,2,3,2
1525351,1974,OR,41,41055,99,1,9,1,4,91
1525352,1974,OR,41,41055,99,1,9,2,4,96
1525353,1974,OR,41,41055,99,3,9,1,4,1
1525354,1974,OR,41,41055,99,1,9,1,5,65
1525355,1974,OR,41,41055,99,1,9,2,5,54
1525356,1974,OR,41,41055,99,3,9,1,5,1
1525357,1974,OR,41,41055,99,1,9,1,6,74
1525358,1974,OR,41,41055,99,1,9,2,6,61
1525359,1974,OR,41,41055,99,3,9,2,6,1
1525360,1974,OR,41,41055,99,1,9,1,7,59
1525361,1974,OR,41,41055,99,1,9,2,7,60
1525362,1974,OR,41,41055,99,3,9,2,7,2
1525363,1974,OR,41,41055,99,1,9,1,8,43
1525364,1974,OR,41,41055,99,1,9,2,8,46
1525365,1974,OR,41,41055,99,3,9,1,8,2
1525366,1974,OR,41,41055,99,1,9,1,9,53
1525367,1974,OR,41,41055,99,1,9,2,9,54
1525368,1974,OR,41,41055,99,3,9,1,9,1
1525369,1974,OR,41,41055,99,1,9,1,10,60
1525370,1974,OR,41,41055,99,1,9,2,10,61
1525371,1974,OR,41,41055,99,3,9,1,10,4
1525372,1974,OR,41,41055,99,3,9,2,10,2
1525373,1974,OR,41,41055,99,1,9,1,11,72
1525374,1974,OR,41,41055,99,1,9,2,11,69
1525375,1974,OR,41,41055,99,1,9,1,12,74
1525376,1974,OR,41,41055,99,1,9,2,12,65
1525377,1974,OR,41,41055,99,3,9,2,12,1
1525378,1974,OR,41,41055,99,1,9,1,13,71
1525379,1974,OR,41,41055,99,1,9,2,13,64
1525380,1974,OR,41,41055,99,1,9,1,14,52
1525381,1974,OR,41,41055,99,1,9,2,14,49
1525382,1974,OR,41,41055,99,1,9,1,15,22
1525383,1974,OR,41,41055,99,1,9,2,15,26
1525384,1974,OR,41,41055,99,1,9,1,16,15
1525385,1974,OR,41,41055,99,1,9,2,16,27
1525386,1974,OR,41,41055,99,1,9,1,17,11
1525387,1974,OR,41,41055,99,1,9,2,17,12
1525388,1974,OR,41,41055,99,1,9,1,18,4
1525389,1974,OR,41,41055,99,1,9,2,18,11
1525390,1974,OR,41,41055,99,3,9,2,18,1
1801087,1975,OR,41,41055,99,1,9,1,0,12
1801088,1975,OR,41,41055,99,1,9,2,0,14
1801089,1975,OR,41,41055,99,1,9,1,1,51
1801090,1975,OR,41,41055,99,1,9,2,1,52
1801091,1975,OR,41,41055,99,3,9,1,1,2
1801092,1975,OR,41,41055,99,3,9,2,1,2
1801093,1975,OR,41,41055,99,1,9,1,2,76
1801094,1975,OR,41,41055,99,1,9,2,2,69
1801095,1975,OR,41,41055,99,2,9,2,2,1
1801096,1975,OR,41,41055,99,3,9,1,2,1
1801097,1975,OR,41,41055,99,1,9,1,3,90
1801098,1975,OR,41,41055,99,1,9,2,3,93
1801099,1975,OR,41,41055,99,3,9,1,3,2
1801100,1975,OR,41,41055,99,3,9,2,3,2
1801101,1975,OR,41,41055,99,1,9,1,4,90
1801102,1975,OR,41,41055,99,1,9,2,4,97
1801103,1975,OR,41,41055,99,3,9,1,4,1
1801104,1975,OR,41,41055,99,1,9,1,5,74
1801105,1975,OR,41,41055,99,1,9,2,5,56
1801106,1975,OR,41,41055,99,3,9,1,5,1
1801107,1975,OR,41,41055,99,1,9,1,6,80
1801108,1975,OR,41,41055,99,1,9,2,6,62
1801109,1975,OR,41,41055,99,3,9,2,6,1
1801110,1975,OR,41,41055,99,1,9,1,7,62
1801111,1975,OR,41,41055,99,1,9,2,7,64
1801112,1975,OR,41,41055,99,3,9,2,7,2
1801113,1975,OR,41,41055,99,1,9,1,8,43
1801114,1975,OR,41,41055,99,1,9,2,8,46
1801115,1975,OR,41,41055,99,3,9,1,8,2
1801116,1975,OR,41,41055,99,1,9,1,9,50
1801117,1975,OR,41,41055,99,1,9,2,9,49
1801118,1975,OR,41,41055,99,1,9,1,10,60
1801119,1975,OR,41,41055,99,1,9,2,10,62
1801120,1975,OR,41,41055,99,3,9,1,10,5
1801121,1975,OR,41,41055,99,3,9,2,10,2
1801122,1975,OR,41,41055,99,1,9,1,11,69
1801123,1975,OR,41,41055,99,1,9,2,11,69
1801124,1975,OR,41,41055,99,1,9,1,12,75
1801125,1975,OR,41,41055,99,1,9,2,12,63
1801126,1975,OR,41,41055,99,3,9,2,12,1
1801127,1975,OR,41,41055,99,1,9,1,13,73
1801128,1975,OR,41,41055,99,1,9,2,13,68
1801129,1975,OR,41,41055,99,1,9,1,14,53
1801130,1975,OR,41,41055,99,1,9,2,14,52
1801131,1975,OR,41,41055,99,1,9,1,15,23
1801132,1975,OR,41,41055,99,1,9,2,15,27
1801133,1975,OR,41,41055,99,1,9,1,16,15
1801134,1975,OR,41,41055,99,1,9,2,16,23
1801135,1975,OR,41,41055,99,1,9,1,17,9
1801136,1975,OR,41,41055,99,1,9,2,17,13
1801137,1975,OR,41,41055,99,1,9,1,18,5
1801138,1975,OR,41,41055,99,1,9,2,18,9
1801139,1975,OR,41,41055,99,3,9,2,18,1
2078635,1976,OR,41,41055,99,1,9,1,0,12
2078636,1976,OR,41,41055,99,1,9,2,0,14
2078637,1976,OR,41,41055,99,1,9,1,1,55
2078638,1976,OR,41,41055,99,1,9,2,1,57
2078639,1976,OR,41,41055,99,3,9,1,1,2
2078640,1976,OR,41,41055,99,3,9,2,1,2
2078641,1976,OR,41,41055,99,1,9,1,2,82
2078642,1976,OR,41,41055,99,1,9,2,2,73
2078643,1976,OR,41,41055,99,2,9,2,2,1
2078644,1976,OR,41,41055,99,3,9,1,2,1
2078645,1976,OR,41,41055,99,1,9,1,3,92
2078646,1976,OR,41,41055,99,1,9,2,3,95
2078647,1976,OR,41,41055,99,3,9,1,3,2
2078648,1976,OR,41,41055,99,3,9,2,3,2
2078649,1976,OR,41,41055,99,1,9,1,4,91
2078650,1976,OR,41,41055,99,1,9,2,4,100
2078651,1976,OR,41,41055,99,3,9,1,4,1
2078652,1976,OR,41,41055,99,1,9,1,5,78
2078653,1976,OR,41,41055,99,1,9,2,5,57
2078654,1976,OR,41,41055,99,3,9,1,5,1
2078655,1976,OR,41,41055,99,1,9,1,6,89
2078656,1976,OR,41,41055,99,1,9,2,6,70
2078657,1976,OR,41,41055,99,3,9,2,6,1
2078658,1976,OR,41,41055,99,1,9,1,7,65
2078659,1976,OR,41,41055,99,1,9,2,7,68
2078660,1976,OR,41,41055,99,3,9,2,7,2
2078661,1976,OR,41,41055,99,1,9,1,8,45
2078662,1976,OR,41,41055,99,1,9,2,8,47
2078663,1976,OR,41,41055,99,3,9,1,8,2
2078664,1976,OR,41,41055,99,1,9,1,9,51
2078665,1976,OR,41,41055,99,1,9,2,9,50
2078666,1976,OR,41,41055,99,1,9,1,10,59
2078667,1976,OR,41,41055,99,1,9,2,10,61
2078668,1976,OR,41,41055,99,3,9,1,10,4
2078669,1976,OR,41,41055,99,3,9,2,10,2
2078670,1976,OR,41,41055,99,1,9,1,11,73
2078671,1976,OR,41,41055,99,1,9,2,11,75
2078672,1976,OR,41,41055,99,1,9,1,12,75
2078673,1976,OR,41,41055,99,1,9,2,12,63
2078674,1976,OR,41,41055,99,3,9,2,12,1
2078675,1976,OR,41,41055,99,1,9,1,13,76
2078676,1976,OR,41,41055,99,1,9,2,13,70
2078677,1976,OR,41,41055,99,1,9,1,14,50
2078678,1976,OR,41,41055,99,1,9,2,14,54
2078679,1976,OR,41,41055,99,1,9,1,15,27
2078680,1976,OR,41,41055,99,1,9,2,15,26
2078681,1976,OR,41,41055,99,1,9,1,16,13
2078682,1976,OR,41,41055,99,1,9,2,16,25
2078683,1976,OR,41,41055,99,1,9,1,17,6
2078684,1976,OR,41,41055,99,1,9,2,17,16
2078685,1976,OR,41,41055,99,1,9,1,18,5
2078686,1976,OR,41,41055,99,1,9,2,18,7
2078687,1976,OR,41,41055,99,3,9,2,18,1
2358259,1977,OR,41,41055,99,1,9,1,0,13
2358260,1977,OR,41,41055,99,1,9,2,0,15
2358261,1977,OR,41,41055,99,2,9,1,0,1
2358262,1977,OR,41,41055,99,1,9,1,1,54
2358263,1977,OR,41,41055,99,1,9,2,1,58
2358264,1977,OR,41,41055,99,3,9,1,1,2
2358265,1977,OR,41,41055,99,3,9,2,1,2
2358266,1977,OR,41,41055,99,1,9,1,2,80
2358267,1977,OR,41,41055,99,1,9,2,2,69
2358268,1977,OR,41,41055,99,2,9,2,2,1
2358269,1977,OR,41,41055,99,3,9,1,2,1
2358270,1977,OR,41,41055,99,1,9,1,3,90
2358271,1977,OR,41,41055,99,1,9,2,3,93
2358272,1977,OR,41,41055,99,3,9,1,3,2
2358273,1977,OR,41,41055,99,3,9,2,3,2
2358274,1977,OR,41,41055,99,1,9,1,4,86
2358275,1977,OR,41,41055,99,1,9,2,4,96
2358276,1977,OR,41,41055,99,3,9,1,4,1
2358277,1977,OR,41,41055,99,1,9,1,5,78
2358278,1977,OR,41,41055,99,1,9,2,5,56
2358279,1977,OR,41,41055,99,3,9,1,5,1
2358280,1977,OR,41,41055,99,3,9,2,5,1
2358281,1977,OR,41,41055,99,1,9,1,6,86
2358282,1977,OR,41,41055,99,1,9,2,6,68
2358283,1977,OR,41,41055,99,3,9,2,6,1
2358284,1977,OR,41,41055,99,1,9,1,7,68
2358285,1977,OR,41,41055,99,1,9,2,7,72
2358286,1977,OR,41,41055,99,3,9,2,7,2
2358287,1977,OR,41,41055,99,1,9,1,8,45
2358288,1977,OR,41,41055,99,1,9,2,8,46
2358289,1977,OR,41,41055,99,3,9,1,8,1
2358290,1977,OR,41,41055,99,1,9,1,9,48
2358291,1977,OR,41,41055,99,1,9,2,9,47
2358292,1977,OR,41,41055,99,1,9,1,10,55
2358293,1977,OR,41,41055,99,1,9,2,10,57
2358294,1977,OR,41,41055,99,3,9,1,10,3
2358295,1977,OR,41,41055,99,3,9,2,10,1
2358296,1977,OR,41,41055,99,1,9,1,11,70
2358297,1977,OR,41,41055,99,1,9,2,11,74
2358298,1977,OR,41,41055,99,1,9,1,12,70
2358299,1977,OR,41,41055,99,1,9,2,12,61
2358300,1977,OR,41,41055,99,3,9,2,12,1
2358301,1977,OR,41,41055,99,1,9,1,13,75
2358302,1977,OR,41,41055,99,1,9,2,13,67
2358303,1977,OR,41,41055,99,3,9,2,13,1
2358304,1977,OR,41,41055,99,1,9,1,14,51
2358305,1977,OR,41,41055,99,1,9,2,14,51
2358306,1977,OR,41,41055,99,1,9,1,15,28
2358307,1977,OR,41,41055,99,1,9,2,15,31
2358308,1977,OR,41,41055,99,1,9,1,16,11
2358309,1977,OR,41,41055,99,1,9,2,16,21
2358310,1977,OR,41,41055,99,1,9,1,17,8
2358311,1977,OR,41,41055,99,1,9,2,17,15
2358312,1977,OR,41,41055,99,1,9,1,18,6
2358313,1977,OR,41,41055,99,1,9,2,18,10
2639788,1978,OR,41,41055,99,1,9,1,0,13
2639789,1978,OR,41,41055,99,1,9,2,0,14
2639790,1978,OR,41,41055,99,2,9,1,0,1
2639791,1978,OR,41,41055,99,1,9,1,1,55
2639792,1978,OR,41,41055,99,1,9,2,1,60
2639793,1978,OR,41,41055,99,3,9,1,1,2
2639794,1978,OR,41,41055,99,3,9,2,1,1
2639795,1978,OR,41,41055,99,1,9,1,2,77
2639796,1978,OR,41,41055,99,1,9,2,2,64
2639797,1978,OR,41,41055,99,2,9,2,2,1
2639798,1978,OR,41,41055,99,3,9,1,2,1
2639799,1978,OR,41,41055,99,1,9,1,3,83
2639800,1978,OR,41,41055,99,1,9,2,3,86
2639801,1978,OR,41,41055,99,3,9,1,3,1
2639802,1978,OR,41,41055,99,3,9,2,3,2
2639803,1978,OR,41,41055,99,1,9,1,4,77
2639804,1978,OR,41,41055,99,1,9,2,4,88
2639805,1978,OR,41,41055,99,3,9,1,4,1
2639806,1978,OR,41,41055,99,1,9,1,5,75
2639807,1978,OR,41,41055,99,1,9,2,5,52
2639808,1978,OR,41,41055,99,3,9,2,5,1
2639809,1978,OR,41,41055,99,1,9,1,6,84
2639810,1978,OR,41,41055,99,1,9,2,6,68
2639811,1978,OR,41,41055,99,3,9,2,6,2
2639812,1978,OR,41,41055,99,1,9,1,7,66
2639813,1978,OR,41,41055,99,1,9,2,7,71
2639814,1978,OR,41,41055,99,3,9,2,7,1
2639815,1978,OR,41,41055,99,1,9,1,8,45
2639816,1978,OR,41,41055,99,1,9,2,8,45
2639817,1978,OR,41,41055,99,3,9,1,8,1
2639818,1978,OR,41,41055,99,1,9,1,9,45
2639819,1978,OR,41,41055,99,1,9,2,9,45
2639820,1978,OR,41,41055,99,1,9,1,10,50
2639821,1978,OR,41,41055,99,1,9,2,10,52
2639822,1978,OR,41,41055,99,3,9,1,10,2
2639823,1978,OR,41,41055,99,3,9,2,10,1
2639824,1978,OR,41,41055,99,1,9,1,11,67
2639825,1978,OR,41,41055,99,1,9,2,11,72
2639826,1978,OR,41,41055,99,3,9,1,11,1
